created_ts,process_id,file_id,status,contract_id,served_itsi,served_cc,served_nc,served_msisdn,org_level_main,org_sublevel1,org_sublevel2,org_sublevel3,org_sublevel4,org_sublevel5,other_party_type,other_party,other_party_itsi,other_party_cc,other_party_nc,dialled_number,call_ref,source_dxt,dxt_seq_nr,connected_number,connected_nitsi,connection_group,served_party_dxt_id,a_location_area,a_cell_id,sds_service_type,sds_type,sds_length,sds_timestamp,cells_distributed,cells_reached,dispatchers_reached,sds_result,ss_records,num_groups,part_group1,part_group2,part_group3,part_group4,part_group5,part_group6,part_group7,part_group8,event_time_hour,call_type,forward_number,trans_forw_number,trans_rep_flag,message_reference,sending_profile,target_dxt_id,target_loc_area,target_channel_type,sdstl_protocol_id,diagnostics
2017-10-15 13:57:44.59,11,1011,2,,1000656,000,000,"",12,,,,,,1,0426000111003535,1000001,000,000,0426000111003535,640FFCB6,123123,19338,"","",65535,123123,1002,1,0,3,124,2017-10-11 16:56:24.4,0,0,0,5,,,"","","","","","","","",2017-10-11 16:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.58,11,970,2,,1000673,000,000,"",12,,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A9268,123123,65444,"","",65535,123123,1018,1,0,3,197,2017-10-12 08:09:43.57,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 12:48:15.19,11,612,2,,1000679,000,000,"",12,,,,,,,"","","","",0426000111003535,-1F407605,123123,1772,"","",65535,123123,1035,1,0,3,182,2017-10-13 12:10:25.06,0,0,0,7,,,"","","","","","","","",2017-10-13 12:00:00,SDS,"","",-1,255,-1,0,65535,FF,10,65535
2017-10-15 13:50:03.74,11,933,2,,1000692,000,000,"",12,,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A546A,123123,47633,"","",65535,123123,1018,1,0,3,197,2017-10-12 07:50:39.47,0,0,0,5,,,"","","","","","","","",2017-10-12 07:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.57,11,970,2,,1000727,000,000,"",12,,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A924D,123123,65411,"","",65535,123123,1032,1,0,3,182,2017-10-12 08:09:41.41,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:47:34.29,11,901,2,,1000920,000,000,"",1,,,,,,1,0426000111001050,6000002,000,000,"",644B3A42,123123,49722,"","",65535,123123,0,0,9,3,1096,2017-10-15 07:15:19.26,3,3,0,1,,,"","","","","","","","",2017-10-15 07:00:00,SDS,"","",0,1,-1,123123,65535,FF,130,65535
2017-10-15 13:37:29.66,11,779,2,,1000935,000,000,"",1,,,,,,1,0426000111001050,6000002,000,000,"",640CDCD2,123123,51552,"","",65535,123123,0,0,9,3,728,2017-10-11 12:48:09.49,9,9,0,1,,,"","","","","","","","",2017-10-11 12:00:00,SDS,"","",0,6,-1,123123,65535,FF,130,65535
2017-10-15 12:46:37.41,11,590,2,,1000935,000,000,"",1,,,,,,1,0426000111001053,6000147,000,000,"",640BCC2B,123123,38795,"","",65535,123123,0,0,9,3,728,2017-10-11 11:30:17.01,16,16,0,1,,,"","","","","","","","",2017-10-11 11:00:00,SDS,"","",0,4,-1,123123,65535,FF,130,65535
2017-10-15 13:37:29.48,11,779,2,,1000935,000,000,"",1,,,,,,1,0426000111001053,6000147,000,000,"",640CDB8D,123123,51194,"","",65535,123123,0,0,9,3,728,2017-10-11 12:47:46.95,16,16,0,1,,,"","","","","","","","",2017-10-11 12:00:00,SDS,"","",0,5,-1,123123,65535,FF,130,65535
2017-10-15 13:47:34.74,11,901,2,,1000920,000,000,"",1,,,,,,1,0426000111003572,1009894,000,000,0426000111003572,644B3D34,123123,50562,0426000111003572,0426000111003572,65535,123123,0,0,9,3,1096,2017-10-15 07:16:11.33,1,1,0,0,,,"","","","","","","","",2017-10-15 07:00:00,SDS,"","",0,2,-1,123123,1005,1,130,0
2017-10-15 13:40:33.55,11,787,2,,1000991,000,000,"",2,8,,,,,1,0426000111001177,6000032,000,000,"",64263DE2,123123,63944,"","",65535,123123,1001,1,0,4,16,2017-10-12 23:16:24.41,0,0,2,1,,,"","","","","","","","",2017-10-12 23:00:00,SDS,"","",-1,255,-1,123123,65535,FF,255,65535
2017-10-15 13:41:12.71,11,785,2,,1000991,000,000,"",2,8,,,,,1,0426000111001177,6000032,000,000,"",642661BF,123123,8512,"","",65535,123123,1001,1,0,4,16,2017-10-12 23:28:45.85,0,0,2,1,,,"","","","","","","","",2017-10-12 23:00:00,SDS,"","",-1,255,-1,123123,65535,FF,255,65535
2017-10-15 13:42:45.84,11,833,2,,1000991,000,000,"",2,8,,,,,1,0426000111001177,6000032,000,000,"",642B23D8,123123,23421,"","",65535,123123,1001,1,0,4,16,2017-10-13 07:00:34.62,0,0,2,1,,,"","","","","","","","",2017-10-13 07:00:00,SDS,"","",-1,255,-1,123123,65535,FF,255,65535
2017-10-15 13:42:45.85,11,833,2,,1000991,000,000,"",2,8,,,,,1,0426000111001177,6000032,000,000,"",642B23F0,123123,23447,"","",65535,123123,1001,1,0,4,16,2017-10-13 07:00:36.71,0,0,2,1,,,"","","","","","","","",2017-10-13 07:00:00,SDS,"","",-1,255,-1,123123,65535,FF,255,65535
2017-10-15 13:42:45.88,11,833,2,,1000991,000,000,"",2,8,,,,,1,0426000111001177,6000032,000,000,"",642B240A,123123,23479,"","",65535,123123,1001,1,0,4,16,2017-10-13 07:00:38.97,0,0,2,1,,,"","","","","","","","",2017-10-13 07:00:00,SDS,"","",-1,255,-1,123123,65535,FF,255,65535
2017-10-15 13:42:45.89,11,833,2,,1000991,000,000,"",2,8,,,,,1,0426000111001177,6000032,000,000,"",642B2423,123123,23503,"","",65535,123123,1001,1,0,4,16,2017-10-13 07:00:40.62,0,0,2,1,,,"","","","","","","","",2017-10-13 07:00:00,SDS,"","",-1,255,-1,123123,65535,FF,255,65535
2017-10-15 13:40:33.32,11,787,2,,1001005,000,000,"",2,8,,,,,,"",16777213,0426,00011,"",64263C6B,123123,63527,"",04260001116777213,65535,123123,1001,1,0,4,16,2017-10-12 23:15:55.51,0,0,0,0,,,"","","","","","","","",2017-10-12 23:00:00,SDS,"","",-1,255,-1,0,65535,FF,255,0
2017-10-15 13:53:50.69,11,970,2,,1001201,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A930D,123123,85,"","",65535,123123,1006,1,0,3,52,2017-10-12 08:09:55.96,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.8,11,970,2,,1001210,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A93D8,123123,313,"","",65535,123123,1009,1,0,3,84,2017-10-12 08:10:09.46,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:38:05.37,11,769,2,,1001227,000,000,"",2,44,,,,,,"","","","",10230020014969240,64252C69,123123,52403,"","",65535,123123,1004,1,0,3,96,2017-10-12 21:45:14.22,0,0,0,7,,,"","","","","","","","",2017-10-12 21:00:00,SDS,"","",-1,255,-1,0,65535,FF,14,16
2017-10-15 12:50:18.95,11,657,2,,1001236,000,000,"",2,44,,,,,,"","","","",0426000111003535,-1F40763F,123123,54516,"","",65535,123123,1006,1,0,3,84,2017-10-13 00:25:31.64,0,0,0,7,,,"","","","","","","","",2017-10-13 00:00:00,SDS,"","",-1,255,-1,0,65535,FF,10,65535
2017-10-15 13:53:50.74,11,970,2,,1001236,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A9368,123123,194,"","",65535,123123,1007,1,0,3,84,2017-10-12 08:10:02.43,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:31:39.94,11,666,2,,1001258,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,6410084D,123123,22667,"","",65535,123123,1035,1,0,3,52,2017-10-11 16:59:45.16,0,0,0,5,,,"","","","","","","","",2017-10-11 16:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.78,11,970,2,,1001258,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A93A4,123123,257,"","",65535,123123,1035,1,0,3,52,2017-10-12 08:10:05.99,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:37:14.32,11,773,2,,1001259,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A721C,123123,56165,"","",65535,123123,1007,1,0,3,52,2017-10-12 07:59:50.25,0,0,0,5,,,"","","","","","","","",2017-10-12 07:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:31:39.91,11,666,2,,1001275,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,64100805,123123,22595,"","",65535,123123,1009,1,0,3,52,2017-10-11 16:59:40.75,0,0,0,5,,,"","","","","","","","",2017-10-11 16:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.62,11,970,2,,1001275,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A92AB,123123,65515,"","",65535,123123,1009,1,0,3,52,2017-10-12 08:09:48.99,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:31:40,11,666,2,,1001290,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641008B6,123123,22779,"","",65535,123123,1014,1,0,3,52,2017-10-11 16:59:51.73,0,0,0,5,,,"","","","","","","","",2017-10-11 16:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:31:39.88,11,666,2,,1001332,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641007EB,123123,22568,"","",65535,123123,1008,1,0,3,84,2017-10-11 16:59:38.89,0,0,0,5,,,"","","","","","","","",2017-10-11 16:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.71,11,970,2,,1001332,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A9336,123123,135,"","",65535,123123,1007,1,0,3,84,2017-10-12 08:09:59.09,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.74,11,970,2,,1001335,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A9365,123123,189,"","",65535,123123,1004,1,0,3,52,2017-10-12 08:10:02.14,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.53,11,970,2,,1001336,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A9213,123123,65343,"","",65535,123123,1004,1,0,3,52,2017-10-12 08:09:37.66,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 13:53:50.55,11,970,2,,1001337,000,000,"",2,44,,,,,1,0426000111003535,1000001,000,000,0426000111003535,641A923E,123123,65395,"","",65535,123123,1004,1,0,3,52,2017-10-12 08:09:40.49,0,0,0,5,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",-1,255,-1,123123,65535,FF,10,13
2017-10-15 14:04:52.85,11,1101,2,,1001686,000,000,"",2,10,,,,,,"","","","",0426000111003535,-1F926393,123123,33806,"","",65535,123123,1028,1,0,3,52,2017-10-11 23:11:34.8,0,0,0,7,,,"","","","","","","","",2017-10-11 23:00:00,SDS,"","",-1,255,-1,0,65535,FF,10,65535
2017-10-15 13:35:25.92,11,737,2,,1001772,000,000,"",2,3,,,,,1,0426000111001053,6000147,000,000,"",644F43BD,123123,20964,"","",65535,123123,1005,1,0,3,832,2017-10-15 12:04:12.66,19,19,1,1,,,"","","","","","","","",2017-10-15 12:00:00,SDS,"","",0,201,-1,123123,65535,FF,130,65535
2017-10-15 13:48:17.67,11,894,2,,1001794,000,000,"",2,3,,,,,1,0426000111003586,1002094,000,000,0426000111003586,644EFAE4,123123,27,0426000111003586,0426000111003586,65535,123123,1005,1,1,3,200,2017-10-15 11:44:10.28,1,1,0,0,,,"","","","","","","","",2017-10-15 11:00:00,SDS,"","",0,201,-1,123123,1005,1,130,0
2017-10-15 13:48:17.68,11,894,2,,1001794,000,000,"",2,3,,,,,1,0426000111003586,1002094,000,000,0426000111003586,644EFAFC,123123,49,0426000111003586,0426000111003586,65535,123123,1005,1,1,3,200,2017-10-15 11:44:11.64,1,1,0,0,,,"","","","","","","","",2017-10-15 11:00:00,SDS,"","",0,202,-1,123123,1005,1,130,0
2017-10-15 14:02:33.44,11,1076,2,,1001794,000,000,"",2,3,,,,,,"","","","",33645952,64199A58,123123,60335,"","",65535,123123,1005,1,1,3,344,2017-10-12 06:51:31.57,0,0,0,7,,,"","","","","","","","",2017-10-12 06:00:00,SDS,"","",0,203,-1,0,65535,FF,130,16
2017-10-15 14:02:33.48,11,1076,2,,1001794,000,000,"",2,3,,,,,,"","","","",33645952,64199A8E,123123,60392,"","",65535,123123,1005,1,1,3,344,2017-10-12 06:51:35.31,0,0,0,7,,,"","","","","","","","",2017-10-12 06:00:00,SDS,"","",0,204,-1,0,65535,FF,130,16
2017-10-15 14:02:33.54,11,1076,2,,1001794,000,000,"",2,3,,,,,,"","","","",33645952,64199AE5,123123,60492,"","",65535,123123,1005,1,1,3,344,2017-10-12 06:51:42.05,0,0,0,7,,,"","","","","","","","",2017-10-12 06:00:00,SDS,"","",0,205,-1,0,65535,FF,130,16
2017-10-15 14:02:33.54,11,1076,2,,1001794,000,000,"",2,3,,,,,,"","","","",33645952,64199AF1,123123,60505,"","",65535,123123,1005,1,1,3,344,2017-10-12 06:51:43.18,0,0,0,7,,,"","","","","","","","",2017-10-12 06:00:00,SDS,"","",0,206,-1,0,65535,FF,130,16
2017-10-15 14:02:33.63,11,1076,2,,1001795,000,000,"",2,3,,,,,1,0426000111002831,1001794,000,000,0426000111002831,64199B61,123123,60631,0426000111002831,0426000111002831,65535,123123,1005,1,0,3,32,2017-10-12 06:51:52.06,1,1,0,0,,,"","","","","","","","",2017-10-12 06:00:00,SDS,"","",1,207,-1,123123,1005,1,130,0
2017-10-15 14:02:33.64,11,1076,2,,1001795,000,000,"",2,3,,,,,1,0426000111002831,1001794,000,000,0426000111002831,64199B7B,123123,60668,0426000111002831,0426000111002831,65535,123123,1005,1,0,3,32,2017-10-12 06:51:53.82,1,1,0,0,,,"","","","","","","","",2017-10-12 06:00:00,SDS,"","",1,208,-1,123123,1005,1,130,0
2017-10-15 14:02:33.61,11,1076,2,,1001794,000,000,"",2,3,,,,,1,0426000111002832,1001795,000,000,0426000111002832,64199B56,123123,60627,0426000111002832,0426000111002832,65535,123123,1005,1,1,3,384,2017-10-12 06:51:51.17,1,1,0,0,,,"","","","","","","","",2017-10-12 06:00:00,SDS,"","",0,207,-1,123123,1005,1,130,0
2017-10-15 14:02:33.64,11,1076,2,,1001794,000,000,"",2,3,,,,,1,0426000111002832,1001795,000,000,0426000111002832,64199B76,123123,60660,0426000111002832,0426000111002832,65535,123123,1005,1,1,3,384,2017-10-12 06:51:53.44,1,1,0,0,,,"","","","","","","","",2017-10-12 06:00:00,SDS,"","",0,208,-1,123123,1005,1,130,0
2017-10-15 13:36:51.17,11,756,2,,1001800,000,000,"",2,3,,,,,1,0426000111002842,1001799,000,000,0426000111002842,642BE4C0,123123,11905,0426000111002842,0426000111002842,65535,123123,1006,1,0,3,32,2017-10-13 08:11:08.79,1,1,0,0,,,"","","","","","","","",2017-10-13 08:00:00,SDS,"","",1,201,-1,123123,1006,1,130,0
2017-10-15 13:36:51.17,11,756,2,,1001799,000,000,"",2,3,,,,,1,0426000111002844,1001800,000,000,0426000111002844,642BE4BC,123123,11901,0426000111002844,0426000111002844,65535,123123,1006,1,1,3,328,2017-10-13 08:11:08.47,1,1,0,0,,,"","","","","","","","",2017-10-13 08:00:00,SDS,"","",0,201,-1,123123,1006,1,130,0
2017-10-15 14:05:41.36,11,1100,2,,1001799,000,000,"",2,3,,,,,1,0426000111002844,1001800,000,000,0426000111002844,642D9FB6,123123,4536,0426000111002844,0426000111002844,65535,123123,1008,1,0,3,32,2017-10-13 10:52:01.79,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",1,201,-1,123123,1004,1,130,0
2017-10-15 14:05:41.36,11,1100,2,,1001800,000,000,"",2,3,,,,,1,0426000111002842,1001799,000,000,0426000111002842,642D9FB1,123123,4531,0426000111002842,0426000111002842,65535,123123,1004,1,1,3,80,2017-10-13 10:52:01.57,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",0,201,-1,123123,1008,1,130,0
2017-10-15 13:45:18.86,11,878,2,,1001802,000,000,"",2,3,,,,,1,0426000111002848,1002042,000,000,0426000111002848,64235F25,123123,52161,0426000111002848,0426000111002848,65535,123123,1035,1,1,3,544,2017-10-12 19:21:32.4,1,1,0,0,,,"","","","","","","","",2017-10-12 19:00:00,SDS,"","",0,201,-1,123123,1004,1,130,0
2017-10-15 13:58:59.57,11,1014,2,,1001802,000,000,"",2,3,,,,,1,0426000111002848,1002042,000,000,0426000111002848,64236C54,123123,55862,0426000111002848,0426000111002848,65535,123123,1035,1,0,3,32,2017-10-12 19:25:30.2,1,1,0,0,,,"","","","","","","","",2017-10-12 19:00:00,SDS,"","",1,201,-1,123123,1004,1,130,0
2017-10-15 13:50:55.83,11,919,2,,1002088,000,000,"",2,3,,,,,1,0426000111002848,1002042,000,000,0426000111002848,641C1FE5,123123,48299,0426000111002848,0426000111002848,65535,123123,1005,1,1,3,120,2017-10-12 10:03:28.6,1,1,0,0,,,"","","","","","","","",2017-10-12 10:00:00,SDS,"","",0,203,-1,123123,1007,1,130,0
2017-10-15 12:47:20.67,11,585,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642D1E72,123123,33649,0426000111003056,0426000111003056,65535,123123,1007,1,1,3,224,2017-10-13 10:06:01.06,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",0,201,-1,123123,1006,1,130,0
2017-10-15 12:47:21.73,11,585,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642D2608,123123,35787,0426000111003056,0426000111003056,65535,123123,1003,1,0,3,32,2017-10-13 10:08:43.51,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",1,201,-1,123123,1006,1,130,0
2017-10-15 12:47:21.75,11,585,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642D263F,123123,35843,0426000111003056,0426000111003056,65535,123123,1003,1,0,3,32,2017-10-13 10:08:48.89,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",1,202,-1,123123,1006,1,130,0
2017-10-15 12:47:21.81,11,585,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642D26A5,123123,35959,0426000111003056,0426000111003056,65535,123123,1003,1,0,3,32,2017-10-13 10:08:56.88,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",1,203,-1,123123,1006,1,130,0
2017-10-15 13:45:23.57,11,870,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642F1C1D,123123,45676,0426000111003056,0426000111003056,65535,123123,1009,1,1,3,216,2017-10-13 13:05:02.4,1,1,0,0,,,"","","","","","","","",2017-10-13 13:00:00,SDS,"","",0,208,-1,123123,1006,0,130,0
2017-10-15 13:54:56.1,11,976,2,,1002092,000,000,"",2,3,,,,,1,0426000111003267,1002060,000,000,0426000111003267,642E41D9,123123,49797,0426000111003267,0426000111003267,65535,123123,1009,1,1,3,1120,2017-10-13 11:49:00.54,1,1,0,0,,,"","","","","","","","",2017-10-13 11:00:00,SDS,"","",0,206,-1,123123,1005,1,130,0
2017-10-15 13:31:14.39,11,678,2,,1002088,000,000,"",2,3,,,,,1,0426000111003595,1002099,000,000,0426000111003595,641AD3AF,123123,18651,0426000111003595,0426000111003595,65535,123123,1005,1,1,3,120,2017-10-12 08:29:10.72,1,1,0,0,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",0,201,-1,123123,1005,1,130,0
2017-10-15 13:57:27.67,11,1008,2,,1002088,000,000,"",2,3,,,,,1,0426000111003595,1002099,000,000,0426000111003595,641B3090,123123,45257,0426000111003595,0426000111003595,65535,123123,1003,1,1,3,120,2017-10-12 08:56:26.98,1,1,0,0,,,"","","","","","","","",2017-10-12 08:00:00,SDS,"","",0,202,-1,123123,1009,1,130,0
2017-10-15 12:50:31.93,11,640,2,,1002092,000,000,"",2,3,,,,,1,0426000111003711,1002116,000,000,0426000111003711,64329B09,123123,36961,0426000111003711,0426000111003711,65535,123123,1002,1,1,3,1144,2017-10-13 18:03:36.87,1,1,0,0,,,"","","","","","","","",2017-10-13 18:00:00,SDS,"","",0,210,-1,123123,1029,1,130,0
2017-10-15 12:47:21.77,11,585,2,,1002092,000,000,"",2,3,,,,,1,0426000111003826,1002122,000,000,0426000111003826,642D2642,123123,35852,0426000111003826,0426000111003826,65535,123123,1003,1,1,3,1168,2017-10-13 10:08:49.34,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",0,202,-1,123123,1008,1,138,0
2017-10-15 12:47:21.77,11,585,2,,1002092,000,000,"",2,3,,,,,1,0426000111003826,1002122,000,000,0426000111003826,642D264F,123123,35859,0426000111003826,0426000111003826,65535,123123,1003,1,1,3,256,2017-10-13 10:08:49.99,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",0,203,-1,123123,1008,1,138,0
2017-10-15 13:48:17.68,11,894,2,,1002094,000,000,"",2,3,,,,,1,0426000111002831,1001794,000,000,0426000111002831,644EFAEC,123123,32,0426000111002831,0426000111002831,65535,123123,1005,1,0,3,32,2017-10-15 11:44:10.55,1,1,0,0,,,"","","","","","","","",2017-10-15 11:00:00,SDS,"","",1,201,-1,123123,1005,1,130,0
2017-10-15 13:48:17.68,11,894,2,,1002094,000,000,"",2,3,,,,,1,0426000111002831,1001794,000,000,0426000111002831,644EFAFF,123123,51,0426000111002831,0426000111002831,65535,123123,1005,1,0,3,32,2017-10-15 11:44:11.91,1,1,0,0,,,"","","","","","","","",2017-10-15 11:00:00,SDS,"","",1,202,-1,123123,1005,1,130,0
2017-10-15 13:55:50.85,11,984,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642D37CC,123123,40782,0426000111003056,0426000111003056,65535,123123,1001,1,1,3,976,2017-10-13 10:15:05.15,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",0,204,-1,123123,1006,1,130,0
2017-10-15 13:55:51.29,11,984,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642D3A99,123123,41580,0426000111003056,0426000111003056,65535,123123,1002,1,0,3,32,2017-10-13 10:16:04.83,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",1,204,-1,123123,1006,1,130,0
2017-10-15 13:55:51.57,11,984,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642D3C4A,123123,42056,0426000111003056,0426000111003056,65535,123123,1002,1,1,3,112,2017-10-13 10:16:40.15,1,1,0,0,,,"","","","","","","","",2017-10-13 10:00:00,SDS,"","",0,205,-1,123123,1006,1,130,0
2017-10-15 14:03:42.11,11,1081,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642EE996,123123,31394,0426000111003056,0426000111003056,65535,123123,1009,1,1,3,264,2017-10-13 12:47:21.37,1,1,0,0,,,"","","","","","","","",2017-10-13 12:00:00,SDS,"","",0,207,-1,123123,1006,1,130,0
2017-10-15 14:03:46.35,11,1081,2,,1002092,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642F04CB,123123,39055,0426000111003056,0426000111003056,65535,123123,1009,1,0,3,32,2017-10-13 12:56:49.33,1,1,0,0,,,"","","","","","","","",2017-10-13 12:00:00,SDS,"","",1,206,-1,123123,1006,1,130,0
2017-10-15 13:56:56.84,11,1028,2,,1002092,000,000,"",2,3,,,,,1,0426000111003826,1002122,000,000,0426000111003826,642F9B9B,123123,15831,0426000111003826,0426000111003826,65535,123123,1009,1,1,3,208,2017-10-13 13:50:36.17,1,1,0,0,,,"","","","","","","","",2017-10-13 13:00:00,SDS,"","",0,209,-1,123123,1031,1,130,0
2017-10-15 14:03:45.62,11,1081,2,,1002092,000,000,"",2,3,,,,,1,0426000111003826,1002122,000,000,0426000111003826,642F0013,123123,37741,0426000111003826,0426000111003826,65535,123123,1009,1,0,3,32,2017-10-13 12:55:09.48,1,1,0,0,,,"","","","","","","","",2017-10-13 12:00:00,SDS,"","",1,201,-1,123123,1008,1,130,0
2017-10-15 14:03:19.93,11,1086,2,,1002098,000,000,"",2,3,,,,,1,0426000111003826,1002122,000,000,0426000111003826,640D4516,123123,15856,0426000111003826,0426000111003826,65535,123123,1005,1,0,3,32,2017-10-11 13:19:32.92,1,1,0,0,,,"","","","","","","","",2017-10-11 13:00:00,SDS,"","",1,201,-1,123123,1005,1,130,0
2017-10-15 14:03:20.24,11,1086,2,,1002098,000,000,"",2,3,,,,,1,0426000111003826,1002122,000,000,0426000111003826,640D46D5,123123,16469,0426000111003826,0426000111003826,65535,123123,1005,1,1,3,240,2017-10-11 13:20:07.33,1,1,0,0,,,"","","","","","","","",2017-10-11 13:00:00,SDS,"","",0,201,-1,123123,1005,1,130,0
2017-10-15 12:50:44.12,11,647,2,,1002099,000,000,"",2,3,,,,,1,0426000111003056,1002048,000,000,0426000111003056,642F28B0,123123,49217,0426000111003056,0426000111003056,65535,123123,1001,1,0,3,32,2017-10-13 13:09:31.21,1,1,0,0,,,"","","","","","","","",2017-10-13 13:00:00,SDS,"","",1,207,-1,123123,1006,1,130,0
2017-10-16 09:58:10.98,47,1194,2,,1002107,000,000,"",2,3,,,,,1,0426000111003519,1002083,000,000,0426000111003519,6453839B,123123,3882,0426000111003519,0426000111003519,65535,123123,1016,1,0,3,32,2017-10-15 17:32:58.24,1,1,0,0,,,"","","","","","","","",2017-10-15 17:00:00,SDS,"","",1,201,-1,123123,1005,1,130,0
2017-10-15 12:49:06.3,11,618,2,,1002108,000,000,"",2,3,,,,,1,0426000111003519,1002083,000,000,0426000111003519,641A3121,123123,37588,0426000111003519,0426000111003519,65535,123123,1005,1,1,3,72,2017-10-12 07:39:45.68,1,1,0,0,,,"","","","","","","","",2017-10-12 07:00:00,SDS,"","",0,201,-1,123123,1005,1,130,0
2017-10-15 13:47:47.72,11,900,2,,1002108,000,000,"",2,3,,,,,1,0426000111003519,1002083,000,000,0426000111003519,641517B1,123123,61932,0426000111003519,0426000111003519,65535,123123,1014,1,0,3,32,2017-10-11 23:47:27.43,1,1,0,0,,,"","","","","","","","",2017-10-11 23:00:00,SDS,"","",1,201,-1,123123,1005,1,130,0
